,state,city,building,space,capacity,url
375,NY,New York City,110 Wall St,fccda108-9685-4c78-bccf-bcfc86923ef6,3,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/fccda108-9685-4c78-bccf-bcfc86923ef6
376,NY,New York City,110 Wall St,ed866ca8-865d-48c7-91df-426984b84728,4,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/ed866ca8-865d-48c7-91df-426984b84728
377,NY,New York City,110 Wall St,da553ed5-881d-4276-8a9f-a2f8e16270f0,4,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/da553ed5-881d-4276-8a9f-a2f8e16270f0
378,NY,New York City,110 Wall St,d4c7e1de-b1e1-42a7-9533-b7d129bd62bb,5,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/d4c7e1de-b1e1-42a7-9533-b7d129bd62bb
379,NY,New York City,110 Wall St,a355d25c-edab-47dc-beaf-96771e6ed4d1,5,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/a355d25c-edab-47dc-beaf-96771e6ed4d1
380,NY,New York City,110 Wall St,ffe2bc4f-d03a-43dc-9436-775f7e83de92,5,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/ffe2bc4f-d03a-43dc-9436-775f7e83de92
381,NY,New York City,110 Wall St,54e6676d-496b-43fe-9365-2b1e9c7a445b,5,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/54e6676d-496b-43fe-9365-2b1e9c7a445b
382,NY,New York City,110 Wall St,4495fb7e-f6ed-4fa3-b2db-f0b61b62e829,6,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/4495fb7e-f6ed-4fa3-b2db-f0b61b62e829
383,NY,New York City,110 Wall St,df403c3d-34bf-4ad8-887e-eb45b9bb8af1,6,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/df403c3d-34bf-4ad8-887e-eb45b9bb8af1
384,NY,New York City,110 Wall St,abaef731-af1b-41d4-aef7-827b3ec1b799,6,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/abaef731-af1b-41d4-aef7-827b3ec1b799
385,NY,New York City,110 Wall St,feac628d-4bf4-442c-865b-68f28ff7854f,6,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/feac628d-4bf4-442c-865b-68f28ff7854f
386,NY,New York City,110 Wall St,68bc07a3-94e3-4f6b-938d-d1ae50e4821c,7,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/68bc07a3-94e3-4f6b-938d-d1ae50e4821c
387,NY,New York City,110 Wall St,55b5f70e-25c3-4a75-a01e-f381442e069c,8,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/55b5f70e-25c3-4a75-a01e-f381442e069c
388,NY,New York City,110 Wall St,ab9b688b-1651-455b-940f-ec7a78d00c2e,9,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/ab9b688b-1651-455b-940f-ec7a78d00c2e
389,NY,New York City,110 Wall St,f6730db0-aa7d-4cb3-8ff4-3a27d9583aa9,8,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/f6730db0-aa7d-4cb3-8ff4-3a27d9583aa9
390,NY,New York City,110 Wall St,caf96c70-498d-4137-8d12-ce69b07e5005,11,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/caf96c70-498d-4137-8d12-ce69b07e5005
391,NY,New York City,110 Wall St,5b288c0f-f0f5-43e2-a3a1-4488e9a66e74,13,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/5b288c0f-f0f5-43e2-a3a1-4488e9a66e74
392,NY,New York City,110 Wall St,ce7e3511-1c2b-4936-b9a7-254db4c4460b,14,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/ce7e3511-1c2b-4936-b9a7-254db4c4460b
393,NY,New York City,110 Wall St,a883783a-1fb9-41b5-b711-cb2db5b05169,19,https://www.wework.com/buildings/110-wall-st--new-york-city--NY/reserve/a883783a-1fb9-41b5-b711-cb2db5b05169
394,NY,New York City,1460 Broadway,9eaf7e80-2965-4c90-9414-0114c88f0cb8,1,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/9eaf7e80-2965-4c90-9414-0114c88f0cb8
395,NY,New York City,1460 Broadway,fb0b95c5-a8c7-47a0-aa1b-de411dcc33fa,2,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/fb0b95c5-a8c7-47a0-aa1b-de411dcc33fa
396,NY,New York City,1460 Broadway,6c797dfc-d0bd-4001-b912-0cded88c00f4,2,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/6c797dfc-d0bd-4001-b912-0cded88c00f4
397,NY,New York City,1460 Broadway,fc3d311f-9ac2-4759-bd6f-f89efef0cd95,1,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/fc3d311f-9ac2-4759-bd6f-f89efef0cd95
398,NY,New York City,1460 Broadway,5a8662f0-7633-4786-8021-4f9b5d83ca29,2,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/5a8662f0-7633-4786-8021-4f9b5d83ca29
399,NY,New York City,1460 Broadway,e61dc712-8e71-4239-ac74-a22b9070d67a,3,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/e61dc712-8e71-4239-ac74-a22b9070d67a
400,NY,New York City,1460 Broadway,ffdf4412-3333-489c-bd73-c6b7c78c234a,3,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/ffdf4412-3333-489c-bd73-c6b7c78c234a
401,NY,New York City,1460 Broadway,f7951767-7a53-47b1-ad6f-651bceeeae23,4,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/f7951767-7a53-47b1-ad6f-651bceeeae23
402,NY,New York City,1460 Broadway,b194fb5f-9dbf-4571-83ef-417d79d9690a,4,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/b194fb5f-9dbf-4571-83ef-417d79d9690a
403,NY,New York City,1460 Broadway,cad48e26-36f1-46e6-b9d0-5b785c7cb954,4,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/cad48e26-36f1-46e6-b9d0-5b785c7cb954
404,NY,New York City,1460 Broadway,c3685c1f-ddee-448b-a77f-400b89d891dc,5,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/c3685c1f-ddee-448b-a77f-400b89d891dc
405,NY,New York City,1460 Broadway,fff4dd35-afa8-4291-b2f1-ac41e4c1b1d5,6,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/fff4dd35-afa8-4291-b2f1-ac41e4c1b1d5
406,NY,New York City,1460 Broadway,e52cf3ea-70bd-42b2-b639-a89b1681ad69,6,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/e52cf3ea-70bd-42b2-b639-a89b1681ad69
407,NY,New York City,1460 Broadway,f56a2d47-cdd1-4c4a-b59b-fb0e060adf01,8,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/f56a2d47-cdd1-4c4a-b59b-fb0e060adf01
408,NY,New York City,1460 Broadway,d03a0b6e-3912-4f07-9539-06ad57d09ffe,6,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/d03a0b6e-3912-4f07-9539-06ad57d09ffe
409,NY,New York City,1460 Broadway,b1292a2a-9c75-4660-a5a3-07535e3635aa,7,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/b1292a2a-9c75-4660-a5a3-07535e3635aa
410,NY,New York City,1460 Broadway,27e2be8a-5449-4dc1-8f0a-c646077d70a4,7,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/27e2be8a-5449-4dc1-8f0a-c646077d70a4
411,NY,New York City,1460 Broadway,fa27fb26-ed5c-44aa-aa15-c1f7c4bc3dca,8,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/fa27fb26-ed5c-44aa-aa15-c1f7c4bc3dca
412,NY,New York City,1460 Broadway,f8d669a8-2dc2-471d-8c64-ffcb25670e4a,8,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/f8d669a8-2dc2-471d-8c64-ffcb25670e4a
413,NY,New York City,1460 Broadway,71c1b74c-f137-4977-b6c2-d1b800407190,8,https://www.wework.com/buildings/1460-broadway--new-york-city--NY/reserve/71c1b74c-f137-4977-b6c2-d1b800407190
414,NY,New York City,205 Hudson St,f5d187b8-91d2-4ff7-b203-3d9cd028678f,1,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/f5d187b8-91d2-4ff7-b203-3d9cd028678f
415,NY,New York City,205 Hudson St,fd11e8bf-7e1c-4698-8799-c31322c8220f,2,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/fd11e8bf-7e1c-4698-8799-c31322c8220f
416,NY,New York City,205 Hudson St,d0649447-9d48-4c67-8543-ccda39bb979a,3,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/d0649447-9d48-4c67-8543-ccda39bb979a
417,NY,New York City,205 Hudson St,d34b5dc6-8509-4ab1-9ab1-16b3ecf76db2,3,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/d34b5dc6-8509-4ab1-9ab1-16b3ecf76db2
418,NY,New York City,205 Hudson St,79d5df30-3a8e-45c7-80d1-6569404711d1,4,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/79d5df30-3a8e-45c7-80d1-6569404711d1
419,NY,New York City,205 Hudson St,b81b4888-18de-4556-8d9a-c120fc70d512,4,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/b81b4888-18de-4556-8d9a-c120fc70d512
420,NY,New York City,205 Hudson St,e196ecfb-9470-49ef-b551-cbd2c3500683,5,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/e196ecfb-9470-49ef-b551-cbd2c3500683
421,NY,New York City,205 Hudson St,e2f557e7-19bf-4639-906d-ada4f2a3da6f,6,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/e2f557e7-19bf-4639-906d-ada4f2a3da6f
422,NY,New York City,205 Hudson St,e5a1f0aa-0136-4d00-87eb-c72f96fc164d,10,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/e5a1f0aa-0136-4d00-87eb-c72f96fc164d
423,NY,New York City,205 Hudson St,c6d73728-ffa9-4f87-b9ba-445499b92ebf,12,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/c6d73728-ffa9-4f87-b9ba-445499b92ebf
424,NY,New York City,205 Hudson St,8347d9ff-6d8d-4c6f-b7b5-dc7923fb92bc,13,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/8347d9ff-6d8d-4c6f-b7b5-dc7923fb92bc
425,NY,New York City,205 Hudson St,fa26aeb0-9dfb-466d-9297-9b384c0aa100,17,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/fa26aeb0-9dfb-466d-9297-9b384c0aa100
426,NY,New York City,205 Hudson St,f6e3c61e-8082-407d-aa5a-b78bf9568671,20,https://www.wework.com/buildings/205-hudson-st--new-york-city--NY/reserve/f6e3c61e-8082-407d-aa5a-b78bf9568671
427,NY,New York City,27 E 28th St,bd25b620-9d97-0132-7e22-76d03a403714,1,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/bd25b620-9d97-0132-7e22-76d03a403714
428,NY,New York City,27 E 28th St,7fbb1080-ccaa-0131-a6fe-46fd278c9448,1,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7fbb1080-ccaa-0131-a6fe-46fd278c9448
429,NY,New York City,27 E 28th St,84f95650-b7b5-0131-5eb0-3e16850480d1,1,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/84f95650-b7b5-0131-5eb0-3e16850480d1
430,NY,New York City,27 E 28th St,7efa8c10-b7b5-0131-5eb0-3e16850480d1,2,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7efa8c10-b7b5-0131-5eb0-3e16850480d1
431,NY,New York City,27 E 28th St,fb0d0c5a-51d5-44e4-a08e-a17172e40ba9,2,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/fb0d0c5a-51d5-44e4-a08e-a17172e40ba9
432,NY,New York City,27 E 28th St,7e6e6360-ccaa-0131-a6fe-46fd278c9448,3,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7e6e6360-ccaa-0131-a6fe-46fd278c9448
433,NY,New York City,27 E 28th St,80a6ef00-ccaa-0131-a6fe-46fd278c9448,3,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/80a6ef00-ccaa-0131-a6fe-46fd278c9448
434,NY,New York City,27 E 28th St,7e9d3570-ccaa-0131-a6fe-46fd278c9448,3,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7e9d3570-ccaa-0131-a6fe-46fd278c9448
435,NY,New York City,27 E 28th St,cff536c0-264f-0132-4afb-6613a9124ef7,3,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/cff536c0-264f-0132-4afb-6613a9124ef7
436,NY,New York City,27 E 28th St,8143d5e0-ccaa-0131-a6fe-46fd278c9448,4,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/8143d5e0-ccaa-0131-a6fe-46fd278c9448
437,NY,New York City,27 E 28th St,ad4235be-6868-4b63-9887-9e96d4af6b2b,4,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/ad4235be-6868-4b63-9887-9e96d4af6b2b
438,NY,New York City,27 E 28th St,7e5f1730-ccaa-0131-a6fe-46fd278c9448,5,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7e5f1730-ccaa-0131-a6fe-46fd278c9448
439,NY,New York City,27 E 28th St,80fbea50-ccaa-0131-a6fe-46fd278c9448,6,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/80fbea50-ccaa-0131-a6fe-46fd278c9448
440,NY,New York City,27 E 28th St,95a0408b-78dd-4a0e-ab68-275d8ea410d7,5,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/95a0408b-78dd-4a0e-ab68-275d8ea410d7
441,NY,New York City,27 E 28th St,7cc5a260-b7b5-0131-5eb0-3e16850480d1,5,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7cc5a260-b7b5-0131-5eb0-3e16850480d1
442,NY,New York City,27 E 28th St,7d44de00-b7b5-0131-5eb0-3e16850480d1,6,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7d44de00-b7b5-0131-5eb0-3e16850480d1
443,NY,New York City,27 E 28th St,cf9795e0-264f-0132-4afb-6613a9124ef7,6,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/cf9795e0-264f-0132-4afb-6613a9124ef7
444,NY,New York City,27 E 28th St,837a3785-b2fe-45cc-9058-2401d01c4940,6,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/837a3785-b2fe-45cc-9058-2401d01c4940
445,NY,New York City,27 E 28th St,6025a582-cb4a-4093-bbe4-1088cfaea061,7,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/6025a582-cb4a-4093-bbe4-1088cfaea061
446,NY,New York City,27 E 28th St,9addc967-8faa-4bd2-a42d-1f08f91cb621,7,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/9addc967-8faa-4bd2-a42d-1f08f91cb621
447,NY,New York City,27 E 28th St,7e924a30-b7b5-0131-5eb0-3e16850480d1,8,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7e924a30-b7b5-0131-5eb0-3e16850480d1
448,NY,New York City,27 E 28th St,7ebb1a10-b7b5-0131-5eb0-3e16850480d1,8,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7ebb1a10-b7b5-0131-5eb0-3e16850480d1
449,NY,New York City,27 E 28th St,7f43af20-b7b5-0131-5eb0-3e16850480d1,8,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7f43af20-b7b5-0131-5eb0-3e16850480d1
450,NY,New York City,27 E 28th St,62a50dab-8e7a-4df7-8b80-38a36d2ef46c,8,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/62a50dab-8e7a-4df7-8b80-38a36d2ef46c
451,NY,New York City,27 E 28th St,7fa41690-ccaa-0131-a6fe-46fd278c9448,9,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7fa41690-ccaa-0131-a6fe-46fd278c9448
452,NY,New York City,27 E 28th St,7dbc4fe0-b7b5-0131-5eb0-3e16850480d1,9,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7dbc4fe0-b7b5-0131-5eb0-3e16850480d1
453,NY,New York City,27 E 28th St,52ab4079-cb47-4a36-9435-83a2c3656a12,10,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/52ab4079-cb47-4a36-9435-83a2c3656a12
454,NY,New York City,27 E 28th St,8b05bf96-ca85-4792-8b9c-dde5faa78d02,10,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/8b05bf96-ca85-4792-8b9c-dde5faa78d02
455,NY,New York City,27 E 28th St,7d8fdb80-b7b5-0131-5eb0-3e16850480d1,11,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/7d8fdb80-b7b5-0131-5eb0-3e16850480d1
456,NY,New York City,27 E 28th St,a65961fb-5be8-4e00-8458-a43853722b26,15,https://www.wework.com/buildings/27-e-28th-st--new-york-city--NY/reserve/a65961fb-5be8-4e00-8458-a43853722b26
457,NY,New York City,222 Broadway,ede476a0-61ec-0131-538e-7a38765abf01,1,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ede476a0-61ec-0131-538e-7a38765abf01
458,NY,New York City,222 Broadway,eb7ff630-61ec-0131-538e-7a38765abf01,1,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/eb7ff630-61ec-0131-538e-7a38765abf01
459,NY,New York City,222 Broadway,3b6aa9d0-d5f3-0130-70d2-167ad34945ce,2,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/3b6aa9d0-d5f3-0130-70d2-167ad34945ce
460,NY,New York City,222 Broadway,ecb17c90-61ec-0131-538e-7a38765abf01,2,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ecb17c90-61ec-0131-538e-7a38765abf01
461,NY,New York City,222 Broadway,e28d7815-5f76-4468-a12d-8c453f0ce200,1,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/e28d7815-5f76-4468-a12d-8c453f0ce200
462,NY,New York City,222 Broadway,ecce0550-61ec-0131-538e-7a38765abf01,2,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ecce0550-61ec-0131-538e-7a38765abf01
463,NY,New York City,222 Broadway,ec78b530-61ec-0131-538e-7a38765abf01,2,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ec78b530-61ec-0131-538e-7a38765abf01
464,NY,New York City,222 Broadway,5b447410-d6ab-0130-e6de-1a32e193724e,3,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/5b447410-d6ab-0130-e6de-1a32e193724e
465,NY,New York City,222 Broadway,ee2dd450-61ec-0131-538e-7a38765abf01,3,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ee2dd450-61ec-0131-538e-7a38765abf01
466,NY,New York City,222 Broadway,5ad702e0-d6ab-0130-e6de-1a32e193724e,4,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/5ad702e0-d6ab-0130-e6de-1a32e193724e
467,NY,New York City,222 Broadway,ee018d00-61ec-0131-538e-7a38765abf01,4,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ee018d00-61ec-0131-538e-7a38765abf01
468,NY,New York City,222 Broadway,edcef370-61ec-0131-538e-7a38765abf01,4,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/edcef370-61ec-0131-538e-7a38765abf01
469,NY,New York City,222 Broadway,ec391230-61ec-0131-538e-7a38765abf01,4,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ec391230-61ec-0131-538e-7a38765abf01
470,NY,New York City,222 Broadway,eddf4ec0-61ec-0131-538e-7a38765abf01,5,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/eddf4ec0-61ec-0131-538e-7a38765abf01
471,NY,New York City,222 Broadway,3ab1fc60-d5f3-0130-70d2-167ad34945ce,5,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/3ab1fc60-d5f3-0130-70d2-167ad34945ce
472,NY,New York City,222 Broadway,eb9aca40-61ec-0131-538e-7a38765abf01,6,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/eb9aca40-61ec-0131-538e-7a38765abf01
473,NY,New York City,222 Broadway,1d0add19-2603-4d07-af36-46d81d91cf4b,6,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/1d0add19-2603-4d07-af36-46d81d91cf4b
474,NY,New York City,222 Broadway,ecc3fda0-61ec-0131-538e-7a38765abf01,6,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ecc3fda0-61ec-0131-538e-7a38765abf01
475,NY,New York City,222 Broadway,3abafd80-d5f3-0130-70d2-167ad34945ce,6,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/3abafd80-d5f3-0130-70d2-167ad34945ce
476,NY,New York City,222 Broadway,f2c95d10-ad86-0131-b385-3235c8d41e84,7,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/f2c95d10-ad86-0131-b385-3235c8d41e84
477,NY,New York City,222 Broadway,ec04de40-61ec-0131-538e-7a38765abf01,8,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/ec04de40-61ec-0131-538e-7a38765abf01
478,NY,New York City,222 Broadway,edfce720-61ec-0131-538e-7a38765abf01,9,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/edfce720-61ec-0131-538e-7a38765abf01
479,NY,New York City,222 Broadway,bc1f1b84-f340-42e1-9b00-9b74016c508d,8,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/bc1f1b84-f340-42e1-9b00-9b74016c508d
480,NY,New York City,222 Broadway,3b3f11e0-d5f3-0130-70d2-167ad34945ce,12,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/3b3f11e0-d5f3-0130-70d2-167ad34945ce
481,NY,New York City,222 Broadway,edc459c0-61ec-0131-538e-7a38765abf01,11,https://www.wework.com/buildings/222-broadway--new-york-city--NY/reserve/edc459c0-61ec-0131-538e-7a38765abf01
482,NY,New York City,85 Broad St,ed0f1560-8eda-0132-b2d5-26e41158f75a,1,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ed0f1560-8eda-0132-b2d5-26e41158f75a
483,NY,New York City,85 Broad St,ed15a490-8eda-0132-b2d5-26e41158f75a,2,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ed15a490-8eda-0132-b2d5-26e41158f75a
484,NY,New York City,85 Broad St,e61e0460-8eda-0132-b2d5-26e41158f75a,2,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e61e0460-8eda-0132-b2d5-26e41158f75a
485,NY,New York City,85 Broad St,ffe7f248-3d67-41ef-878f-21d112f2d8e0,1,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ffe7f248-3d67-41ef-878f-21d112f2d8e0
486,NY,New York City,85 Broad St,e690b0b0-8eda-0132-b2d5-26e41158f75a,3,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e690b0b0-8eda-0132-b2d5-26e41158f75a
487,NY,New York City,85 Broad St,ec03b160-8eda-0132-b2d5-26e41158f75a,3,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ec03b160-8eda-0132-b2d5-26e41158f75a
488,NY,New York City,85 Broad St,ece713e0-8eda-0132-b2d5-26e41158f75a,3,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ece713e0-8eda-0132-b2d5-26e41158f75a
489,NY,New York City,85 Broad St,fa629312-02dd-49fb-b55c-d24f0fc885cc,4,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/fa629312-02dd-49fb-b55c-d24f0fc885cc
490,NY,New York City,85 Broad St,e86dbd20-8eda-0132-b2d5-26e41158f75a,4,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e86dbd20-8eda-0132-b2d5-26e41158f75a
491,NY,New York City,85 Broad St,e8749650-8eda-0132-b2d5-26e41158f75a,4,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e8749650-8eda-0132-b2d5-26e41158f75a
492,NY,New York City,85 Broad St,e597c610-8eda-0132-b2d5-26e41158f75a,5,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e597c610-8eda-0132-b2d5-26e41158f75a
493,NY,New York City,85 Broad St,ed305190-8eda-0132-b2d5-26e41158f75a,6,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ed305190-8eda-0132-b2d5-26e41158f75a
494,NY,New York City,85 Broad St,50be91c7-9757-4cf3-8886-ed3f321fdef2,8,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/50be91c7-9757-4cf3-8886-ed3f321fdef2
495,NY,New York City,85 Broad St,ebfd5f20-8eda-0132-b2d5-26e41158f75a,8,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ebfd5f20-8eda-0132-b2d5-26e41158f75a
496,NY,New York City,85 Broad St,e181e352-55a4-4261-81aa-a47bc1b07e1b,12,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e181e352-55a4-4261-81aa-a47bc1b07e1b
497,NY,New York City,85 Broad St,e49f4870-8eda-0132-b2d5-26e41158f75a,13,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e49f4870-8eda-0132-b2d5-26e41158f75a
498,NY,New York City,85 Broad St,e6be8410-8eda-0132-b2d5-26e41158f75a,15,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/e6be8410-8eda-0132-b2d5-26e41158f75a
499,NY,New York City,85 Broad St,ed535b00-8eda-0132-b2d5-26e41158f75a,17,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/ed535b00-8eda-0132-b2d5-26e41158f75a
500,NY,New York City,85 Broad St,dce912fe-af96-448d-9f77-685f0490c25b,20,https://www.wework.com/buildings/85-broad-st--new-york-city--NY/reserve/dce912fe-af96-448d-9f77-685f0490c25b
501,NY,New York City,Dumbo Heights 77 Sands,a906a8e3-1f5c-4bae-815c-3ef9d2831e29,1,https://www.wework.com/buildings/dumbo-heights-77-sands--new-york-city--NY/reserve/a906a8e3-1f5c-4bae-815c-3ef9d2831e29
502,NY,New York City,Dumbo Heights 77 Sands,710896b4-c9f0-41f5-af15-602672ee4a19,2,https://www.wework.com/buildings/dumbo-heights-77-sands--new-york-city--NY/reserve/710896b4-c9f0-41f5-af15-602672ee4a19
503,NY,New York City,Dumbo Heights 77 Sands,eb198734-11a8-4d76-8731-04b23d9e0058,2,https://www.wework.com/buildings/dumbo-heights-77-sands--new-york-city--NY/reserve/eb198734-11a8-4d76-8731-04b23d9e0058
504,NY,New York City,Dumbo Heights 77 Sands,f96d025f-2579-4e58-9a54-c957aab0bce0,1,https://www.wework.com/buildings/dumbo-heights-77-sands--new-york-city--NY/reserve/f96d025f-2579-4e58-9a54-c957aab0bce0
505,NY,New York City,Dumbo Heights 77 Sands,6aadc74b-ed05-45de-a0b0-e9cd6652434b,2,https://www.wework.com/buildings/dumbo-heights-77-sands--new-york-city--NY/reserve/6aadc74b-ed05-45de-a0b0-e9cd6652434b
